mergeid,time,co002e,co003e,country,educ_year,ep005_,ep106_1,gender,hhsize,int_year,partnerinhh,yrbirth
AT-507886-01,2013,500.0,300.0,Austria,,Retired,,Male,2,2013,Yes,1949.0
AT-507886-01,2015,500.0,70.0,Austria,,Retired,,Male,2,2015,Yes,1949.0
AT-507886-01,2017,500.0,200.0,Austria,,Retired,,Male,2,2017,Yes,1949.0
AT-510456-01,2004,700.0,200.0,Austria,12.0,Employed or self-employed (including working for family business),58.0,Female,3,2004,Yes,1954
AT-510456-01,2006,600.0,150.0,Austria,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1954.0
AT-510456-01,2011,250.0,100.0,Austria,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1954.0
AT-510456-01,2013,600.0,200.0,Austria,,Employed or self-employed (including working for family business),,Female,3,2013,Yes,1954.0
AT-510456-01,2015,500.0,200.0,Austria,,Retired,,Female,2,2015,Yes,1954.0
AT-510456-01,2017,400.0,200.0,Austria,,Retired,,Female,2,2017,Yes,1954.0
AT-519461-01,2004,600.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),57.0,Male,6,2004,Yes,1951
AT-519461-01,2006,400.0,0.0,Austria,,Employed or self-employed (including working for family business),,Male,6,2007.0,Yes,1951.0
AT-519461-01,2011,2000.0,10.0,Austria,,Retired,,Male,6,2011.0,Yes,1951.0
AT-529181-01,2004,250.0,140.0,Austria,15.0,Employed or self-employed (including working for family business),62.0,Male,2,2004,Yes,1945
AT-529181-01,2011,500.0,250.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1945.0
AT-529181-01,2013,500.0,500.0,Austria,,Retired,,Male,2,2013,Yes,1945.0
AT-529181-01,2015,450.0,200.0,Austria,,Retired,,Male,2,2015,Yes,1945.0
AT-532919-01,2004,300.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1949
AT-532919-01,2011,400.0,100.0,Austria,,Retired,,Male,1,2011.0,No,1949.0
AT-534591-01,2004,400.0,30.0,Austria,14.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1945
AT-534591-01,2006,400.0,100.0,Austria,,Retired,,Male,2,2007.0,Yes,1945.0
AT-534591-01,2013,350.0,50.0,Austria,,Retired,,Male,2,2013,Yes,1945.0
AT-540680-01,2004,1000.0,100.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Male,5,2004,Yes,1952
AT-540680-01,2006,,,Austria,,Employed or self-employed (including working for family business),,Male,5,2006.0,Yes,1952.0
AT-540680-01,2011,1000.0,100.0,Austria,,Employed or self-employed (including working for family business),,Male,4,2011.0,Yes,1952.0
AT-540680-01,2013,800.0,300.0,Austria,,Retired,,Male,4,2013,Yes,1952.0
AT-540680-01,2015,700.0,50.0,Austria,,Retired,,Male,4,2015,Yes,1952.0
AT-540680-01,2017,650.0,30.0,Austria,,Retired,,Male,4,2017,Yes,1952.0
AT-543739-01,2004,800.0,100.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1947
AT-543739-01,2006,,,Austria,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1947.0
AT-543739-01,2011,600.0,300.0,Austria,,Retired,,Female,2,2011.0,Yes,1947.0
AT-543739-01,2013,700.0,60.0,Austria,,Retired,,Female,2,2013,Yes,1947.0
AT-543739-01,2015,500.0,200.0,Austria,,Retired,,Female,2,2015,Yes,1947.0
AT-543739-01,2017,700.0,80.0,Austria,,Retired,,Female,2,2017,Yes,1947.0
AT-550547-01,2004,300.0,100.0,Austria,12.0,Employed or self-employed (including working for family business),55.0,Male,2,2004,Yes,1954
AT-550547-01,2011,1000.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1954.0
AT-550547-01,2013,700.0,50.0,Austria,,Retired,,Male,4,2013,Yes,1954.0
AT-550547-01,2015,,,Austria,,Retired,,Male,2,2015,Yes,1954.0
AT-550547-01,2017,800.0,200.0,Austria,,Retired,,Male,2,2017,Yes,1954.0
AT-567911-01,2004,400.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),61.0,Male,2,2004,Yes,1944
AT-567911-01,2006,400.0,50.0,Austria,,Retired,,Male,4,2006.0,Yes,1944.0
AT-568905-01,2004,300.0,50.0,Austria,12.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1953
AT-568905-01,2006,300.0,70.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1953.0
AT-568905-01,2011,350.0,60.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1953.0
AT-568905-01,2013,400.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1953.0
AT-568905-01,2015,,,Austria,,Employed or self-employed (including working for family business),,Male,2,2015,Yes,1953.0
AT-568905-01,2017,300.0,70.0,Austria,,Retired,,Male,2,2017,Yes,1953.0
AT-579321-01,2004,300.0,100.0,Austria,14.0,Employed or self-employed (including working for family business),61.0,Male,2,2004,Yes,1949
AT-579321-01,2006,600.0,200.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1949.0
AT-579321-01,2011,600.0,200.0,Austria,,Retired,,Male,2,2011.0,Yes,1949.0
AT-579321-01,2013,400.0,200.0,Austria,,Retired,,Male,2,2013,Yes,1949.0
AT-579321-01,2015,500.0,100.0,Austria,,Retired,,Male,2,2015,Yes,1949.0
AT-579321-01,2017,500.0,150.0,Austria,,Retired,,Male,2,2017,Yes,1949.0
AT-590389-01,2004,300.0,0.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Female,1,2004,No,1947
AT-590389-01,2011,160.0,0.0,Austria,,Retired,,Female,1,2011.0,No,1947.0
AT-600652-01,2004,600.0,36.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1954
AT-600652-01,2006,500.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2006.0,Yes,1954.0
AT-600652-01,2011,400.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1954.0
AT-600652-01,2013,400.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1954.0
AT-600652-01,2015,400.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2015,Yes,1954.0
AT-600652-01,2017,1000.0,400.0,Austria,,Employed or self-employed (including working for family business),,Male,1,2017,No,1954.0
AT-609847-01,2004,3000.0,500.0,Austria,12.0,Employed or self-employed (including working for family business),0.0,Male,3,2004,Yes,1952
AT-609847-01,2006,200.0,200.0,Austria,,Employed or self-employed (including working for family business),,Male,4,2006.0,Yes,1952.0
AT-609847-01,2011,200.0,400.0,Austria,,Employed or self-employed (including working for family business),,Male,4,2011.0,Yes,1952.0
AT-609847-01,2015,350.0,350.0,Austria,,Retired,,Male,3,2015,Yes,1952.0
AT-609847-01,2017,200.0,150.0,Austria,,Retired,,Male,3,2017,Yes,1952.0
AT-621256-01,2004,500.0,0.0,Austria,17.0,Employed or self-employed (including working for family business),60.0,Male,3,2004,Yes,1950
AT-621256-01,2006,500.0,0.0,Austria,,Employed or self-employed (including working for family business),,Male,3,2006.0,Yes,1950.0
AT-621256-01,2011,800.0,10.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1950.0
AT-621256-01,2013,800.0,100.0,Austria,,Retired,,Male,2,2013,Yes,1950.0
AT-621256-01,2015,900.0,60.0,Austria,,Retired,,Male,2,2015,Yes,1950.0
AT-621256-01,2017,1000.0,50.0,Austria,,Retired,,Male,2,2017,Yes,1950.0
AT-628394-01,2004,200.0,100.0,Austria,12.0,Employed or self-employed (including working for family business),70.0,Female,1,2004,No,1936
AT-628394-01,2006,250.0,80.0,Austria,,Retired,,Female,1,2007.0,No,1936.0
AT-628963-02,2004,400.0,100.0,Austria,8.0,Employed or self-employed (including working for family business),60.0,Female,4,2004,Yes,1954
AT-633759-01,2004,500.0,80.0,Austria,12.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1939
AT-633759-01,2006,300.0,100.0,Austria,,Retired,,Male,2,2007.0,Yes,1939.0
AT-633759-01,2011,,,Austria,,Retired,,Male,2,2011.0,Yes,1939.0
AT-633759-01,2013,500.0,0.0,Austria,,Retired,,Male,2,2013,Yes,1939.0
AT-633759-01,2015,450.0,100.0,Austria,,Retired,,Male,2,2015,Yes,1939.0
AT-645681-01,2004,300.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1953
AT-645681-01,2006,150.0,0.0,Austria,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1953.0
AT-645681-01,2011,,,Austria,,Retired,,Male,2,2011.0,Yes,1953.0
AT-647725-01,2004,400.0,150.0,Austria,16.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,No,1949
AT-647725-01,2006,,200.0,Austria,,Employed or self-employed (including working for family business),,Female,1,2007.0,No,1949.0
AT-647725-01,2013,300.0,180.0,Austria,,Retired,,Female,1,2013,No,1949.0
AT-647725-01,2015,350.0,150.0,Austria,,Retired,,Female,1,2015,No,1949.0
AT-647725-01,2017,200.0,100.0,Austria,,Retired,,Female,1,2017,No,1949.0
AT-647936-01,2004,500.0,50.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1948
AT-647936-01,2006,100.0,0.0,Austria,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1948.0
AT-647936-01,2011,200.0,100.0,Austria,,Employed or self-employed (including working for family business),,Female,1,2011.0,No,1948.0
AT-647936-01,2013,500.0,0.0,Austria,,Retired,,Female,2,2013,Yes,1948.0
AT-647936-01,2015,350.0,200.0,Austria,,Retired,,Female,2,2015,Yes,1948.0
AT-647936-01,2017,350.0,120.0,Austria,,Retired,,Female,2,2017,Yes,1948.0
AT-648025-01,2004,400.0,50.0,Austria,14.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1946
AT-649357-01,2004,600.0,100.0,Austria,4.0,Employed or self-employed (including working for family business),61.0,Male,5,2004,Yes,1952
AT-651790-01,2004,200.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,No,1952
AT-651790-01,2006,400.0,20.0,Austria,,Employed or self-employed (including working for family business),,Female,2,2007.0,No,1952.0
AT-662984-01,2004,300.0,200.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1952
AT-662984-01,2006,800.0,120.0,Austria,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1952.0
AT-662984-01,2011,700.0,250.0,Austria,,Retired,,Female,2,2011.0,Yes,1952.0
AT-662984-01,2013,400.0,400.0,Austria,,Retired,,Female,2,2013,Yes,1952.0
AT-662984-01,2015,450.0,300.0,Austria,,Retired,,Female,2,2015,Yes,1952.0
AT-662984-01,2017,500.0,500.0,Austria,,Retired,,Female,2,2017,Yes,1952.0
AT-694338-01,2004,300.0,30.0,Austria,8.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1950
AT-694338-01,2006,400.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1950.0
AT-706118-01,2004,500.0,0.0,Austria,8.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1940
AT-706118-01,2006,700.0,0.0,Austria,,Retired,,Male,2,2006.0,Yes,1940.0
AT-722132-01,2004,400.0,50.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Male,4,2004,Yes,1951
AT-722132-01,2006,350.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,4,2007.0,Yes,1951.0
AT-722132-01,2011,400.0,50.0,Austria,,Employed or self-employed (including working for family business),,Male,3,2011.0,Yes,1951.0
AT-722132-01,2013,400.0,70.0,Austria,,Retired,,Male,3,2013,Yes,1951.0
AT-722132-01,2015,400.0,100.0,Austria,,Retired,,Male,3,2015,Yes,1951.0
AT-722132-01,2017,400.0,30.0,Austria,,Retired,,Male,3,2017,Yes,1951.0
AT-724121-01,2004,400.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1948
AT-724121-01,2006,500.0,100.0,Austria,,Retired,,Female,2,2007.0,Yes,1948.0
AT-725873-01,2004,300.0,20.0,Austria,4.0,Employed or self-employed (including working for family business),57.0,Female,2,2004,Yes,1949
AT-725873-01,2006,300.0,50.0,Austria,,Retired,,Female,2,2006.0,Yes,1949.0
AT-725873-01,2011,,,Austria,,Retired,,Female,2,2011.0,Yes,1949.0
AT-725873-01,2013,,,Austria,,Retired,,Female,2,2013,Yes,1949.0
AT-725873-01,2015,450.0,150.0,Austria,,Retired,,Female,2,2015,Yes,1949.0
AT-725873-01,2017,,,Austria,,Retired,,Female,2,2017,Yes,1949.0
AT-726664-01,2004,300.0,80.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Female,1,2004,No,1949
AT-742913-01,2004,400.0,25.0,Austria,12.0,Employed or self-employed (including working for family business),58.0,Male,2,2004,Yes,1950
AT-742913-01,2011,350.0,0.0,Austria,,Employed or self-employed (including working for family business),,Male,6,2011.0,Yes,1950.0
AT-742913-01,2013,350.0,0.0,Austria,,Retired,,Male,3,2013,Yes,1950.0
AT-742913-01,2015,,,Austria,,Retired,,Male,2,2015,Yes,1950.0
AT-742913-01,2017,500.0,150.0,Austria,,Retired,,Male,2,2017,Yes,1950.0
AT-768332-01,2004,250.0,50.0,Austria,13.0,Employed or self-employed (including working for family business),58.0,Female,2,2004,Yes,1948
AT-770749-01,2004,150.0,100.0,Austria,14.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1951
AT-770749-01,2006,,350.0,Austria,,Employed or self-employed (including working for family business),,Male,1,2007.0,No,1951.0
AT-770749-01,2015,300.0,150.0,Austria,,Retired,,Male,2,2015,Yes,1951.0
AT-770749-01,2017,300.0,250.0,Austria,,Retired,,Male,2,2017,Yes,1951.0
AT-781450-01,2004,200.0,50.0,Austria,4.0,Employed or self-employed (including working for family business),60.0,Female,3,2004,Yes,1944
AT-781450-01,2006,,,Austria,,Retired,,Female,3,2007.0,Yes,1944.0
AT-781450-01,2011,300.0,100.0,Austria,,Retired,,Female,2,2011.0,No,1944.0
AT-781450-01,2013,,20.0,Austria,,Retired,,Female,1,2013,No,1944.0
AT-781450-01,2015,200.0,0.0,Austria,,Retired,,Female,1,2015,No,1944.0
AT-781450-01,2017,250.0,50.0,Austria,,Retired,,Female,1,2017,No,1944.0
AT-793902-01,2004,700.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Female,4,2004,Yes,1950
AT-793902-01,2006,,,Austria,,Employed or self-employed (including working for family business),,Female,4,2007.0,Yes,1950.0
AT-793902-01,2011,900.0,100.0,Austria,,Retired,,Female,2,2011.0,Yes,1950.0
AT-793902-01,2017,,,Austria,,Retired,,Female,2,2017,Yes,1950.0
AT-794752-01,2004,500.0,80.0,Austria,15.0,Employed or self-employed (including working for family business),62.0,Male,2,2004,Yes,1943
AT-833893-01,2004,700.0,100.0,Austria,12.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1949
AT-833893-01,2006,600.0,200.0,Austria,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1949.0
AT-833893-01,2015,,,Austria,,Retired,,Male,3,2015,Yes,1949.0
AT-833893-01,2017,600.0,500.0,Austria,,Retired,,Male,2,2017,Yes,1949.0
AT-834115-01,2004,600.0,30.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Male,2,2004,Yes,1954
AT-834115-01,2006,200.0,100.0,Austria,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1954.0
AT-840741-01,2004,200.0,15.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Female,1,2004,No,1947
AT-840741-01,2006,450.0,0.0,Austria,,Retired,,Female,1,2007.0,No,1947.0
AT-840741-01,2011,200.0,0.0,Austria,,Employed or self-employed (including working for family business),,Female,1,2011.0,No,1947.0
AT-840741-01,2013,250.0,0.0,Austria,,Retired,,Female,1,2013,No,1947.0
AT-843165-01,2004,600.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),57.0,Female,3,2004,Yes,1949
AT-843165-01,2006,500.0,30.0,Austria,,Retired,,Female,3,2007.0,Yes,1949.0
AT-843165-01,2011,350.0,100.0,Austria,,Retired,,Female,2,2011.0,Yes,1949.0
AT-843165-01,2013,400.0,0.0,Austria,,Retired,,Female,3,2013,Yes,1949.0
AT-852598-01,2004,450.0,400.0,Austria,13.0,Employed or self-employed (including working for family business),Don't know,Female,2,2004,Yes,1933
AT-852598-01,2011,350.0,20.0,Austria,,Retired,,Female,2,2011.0,Yes,1933.0
AT-852598-01,2013,200.0,200.0,Austria,,Retired,,Female,2,2013,Yes,1933.0
AT-852598-01,2015,200.0,120.0,Austria,,Retired,,Female,2,2015,Yes,1933.0
AT-852598-01,2017,250.0,20.0,Austria,,Retired,,Female,1,2017,No,1933.0
AT-853010-01,2004,900.0,70.0,Austria,15.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1951
AT-859797-01,2004,300.0,150.0,Austria,14.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1945
AT-859797-01,2006,400.0,100.0,Austria,,Retired,,Male,2,2007.0,Yes,1945.0
AT-859797-01,2013,170.0,300.0,Austria,,Retired,,Male,1,2013,No,1945.0
AT-859797-01,2015,220.0,100.0,Austria,,Retired,,Male,1,2015,No,1945.0
AT-859797-01,2017,200.0,200.0,Austria,,Retired,,Male,1,2017,No,1945.0
AT-862504-01,2004,200.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),65.0,Female,6,2004,No,1938
AT-873639-01,2004,200.0,0.0,Austria,12.0,Employed or self-employed (including working for family business),54.0,Female,1,2004,No,1952
AT-873639-01,2006,500.0,0.0,Austria,,Employed or self-employed (including working for family business),,Female,1,2007.0,No,1952.0
AT-873639-01,2011,400.0,100.0,Austria,,Retired,,Female,1,2011.0,No,1952.0
AT-873639-01,2013,300.0,20.0,Austria,,Retired,,Female,1,2013,No,1952.0
AT-873639-01,2015,300.0,20.0,Austria,,Retired,,Female,1,2015,No,1952.0
AT-873639-01,2017,400.0,50.0,Austria,,Retired,,Female,1,2017,No,1952.0
AT-874131-01,2004,500.0,50.0,Austria,8.0,Employed or self-employed (including working for family business),64.0,Male,4,2004,Yes,1950
AT-874131-01,2006,200.0,15.0,Austria,,Employed or self-employed (including working for family business),,Male,3,2006.0,Yes,1950.0
AT-874131-01,2011,500.0,0.0,Austria,,Retired,,Male,2,2011.0,Yes,1950.0
AT-874131-01,2013,500.0,150.0,Austria,,Retired,,Male,2,2013,Yes,1950.0
AT-874131-01,2015,600.0,0.0,Austria,,Retired,,Male,2,2015,Yes,1950.0
AT-874131-01,2017,,,Austria,,Retired,,Male,4,2017,Yes,1950.0
AT-892447-01,2004,500.0,200.0,Austria,15.0,Employed or self-employed (including working for family business),55.0,Male,4,2004,Yes,1952
AT-892447-01,2006,500.0,250.0,Austria,,Employed or self-employed (including working for family business),,Male,4,2007.0,Yes,1952.0
